CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
1000,37,Female,13941.57829,Weekly,68.17707841,Indian,Lunch,8,Casual,Takeaway,1,0,1,39.95,1,2,3,0
1003,45,Female,107995.7642,Weekly,159.4919436,Chinese,Dinner,6,Business,Takeaway,1,0,1,55.5,3,1,2,0
1004,57,Male,100889.5378,Rarely,124.4677269,Indian,Lunch,3,Business,Takeaway,1,0,1,12.31,1,1,4,0
1005,35,Male,128378.7811,Weekly,174.6431089,Chinese,Lunch,5,Business,Takeaway,0,1,0,15.64,2,1,1,0
1024,38,Male,138237.5509,Monthly,147.7829533,Chinese,Breakfast,9,Celebration,Dine-in,0,0,1,36.69,2,2,2,0
1033,52,Male,118587.5086,Rarely,176.6512993,Italian,Lunch,5,Celebration,Takeaway,0,1,1,23.5,3,2,1,0
1034,69,Female,31731.39079,Weekly,61.85851633,Mexican,Dinner,3,Business,Dine-in,0,0,0,11.68,1,2,3,0
1036,69,Female,86250.52138,Monthly,127.4765113,Chinese,Lunch,3,Business,Dine-in,0,1,0,32.81,3,1,2,0
1039,36,Male,86765.96893,Weekly,138.7816116,American,Dinner,4,Business,Takeaway,0,0,1,42.36,2,2,2,0
1063,60,Male,142952.1942,Monthly,184.7194309,American,Dinner,8,Celebration,Dine-in,1,1,0,36.31,1,3,2,0
1064,68,Female,74270.07439,Monthly,135.82515,Indian,Lunch,7,Celebration,Takeaway,0,1,0,34.17,2,1,3,0
1065,41,Female,65067.78954,Monthly,144.2530015,American,Dinner,4,Casual,Takeaway,0,0,1,33.33,3,1,2,0
1070,41,Male,53940.75988,Weekly,80.86216248,Italian,Lunch,4,Business,Dine-in,0,0,1,48.97,2,2,2,0
1082,57,Female,139283.1224,Weekly,183.3895963,American,Lunch,7,Casual,Takeaway,1,1,0,49.59,3,1,2,0
1088,31,Male,127645.7853,Monthly,186.8334335,Italian,Breakfast,1,Celebration,Takeaway,1,1,0,29.89,3,1,2,0
1091,55,Male,118344.4927,Rarely,178.7569317,Chinese,Dinner,5,Casual,Takeaway,1,1,0,51.13,1,1,4,0
1093,19,Female,133696.2615,Weekly,147.6298315,Chinese,Dinner,4,Casual,Dine-in,0,0,0,33.85,3,1,2,0
1097,48,Female,70391.3998,Monthly,145.0480772,Mexican,Breakfast,3,Business,Dine-in,1,0,1,42.21,2,1,3,0
1103,69,Male,66526.93239,Monthly,113.1960628,Italian,Lunch,2,Casual,Dine-in,1,1,0,57.81,1,3,2,0
1110,44,Female,38437.8482,Rarely,58.94325786,Italian,Dinner,4,Business,Dine-in,0,0,0,45.4,2,1,3,0
1119,59,Male,22295.152,Weekly,72.30580681,Indian,Lunch,9,Business,Takeaway,1,0,1,58.56,1,2,3,0
1120,52,Male,105308.8335,Monthly,153.5066158,Indian,Breakfast,8,Celebration,Dine-in,1,0,1,33.31,3,1,2,0
1124,22,Male,43775.74151,Weekly,97.80556722,Indian,Dinner,1,Casual,Takeaway,0,1,0,32.19,3,2,1,0
1125,53,Male,47831.39418,Weekly,84.73611365,Mexican,Dinner,7,Celebration,Takeaway,1,0,0,40.87,2,1,3,0
1136,64,Male,103873.7684,Monthly,126.8228278,Mexican,Dinner,6,Casual,Dine-in,1,0,0,5.2,1,2,3,0
1137,23,Male,111117.3182,Weekly,153.1539347,Mexican,Dinner,1,Casual,Dine-in,0,0,1,48.82,3,1,2,0
1143,52,Male,49130.19878,Monthly,77.41922545,Mexican,Dinner,2,Casual,Dine-in,1,0,0,43.98,3,2,1,0
1154,33,Male,137446.8877,Monthly,170.5182173,American,Lunch,3,Business,Takeaway,0,0,0,32.11,3,2,1,0
1158,37,Female,65008.78715,Monthly,135.6038533,Italian,Breakfast,8,Casual,Takeaway,0,0,1,31.11,1,3,2,0
1165,62,Male,68530.80945,Rarely,147.8527522,Italian,Breakfast,3,Casual,Dine-in,0,1,1,45.36,3,2,1,0
1174,43,Male,86152.97359,Monthly,144.1893263,Italian,Breakfast,4,Business,Dine-in,0,0,0,53.81,2,2,2,0
1180,54,Female,95780.28781,Rarely,164.9651118,Italian,Breakfast,1,Celebration,Takeaway,0,1,0,24.7,3,1,2,0
1187,32,Female,97437.919,Rarely,159.7847016,Mexican,Dinner,2,Celebration,Takeaway,1,1,1,47.86,2,2,2,0
1190,29,Male,94681.93317,Weekly,175.2141597,Mexican,Lunch,2,Business,Dine-in,0,0,0,40.69,1,2,1,0
1194,61,Female,30325.46056,Monthly,64.82286869,American,Dinner,5,Business,Takeaway,0,1,0,49,3,2,1,0
1201,31,Male,91182.77307,Weekly,162.9469968,Mexican,Dinner,4,Business,Takeaway,1,1,0,37.93,2,3,1,0
1203,48,Male,30045.07407,Monthly,58.39190684,Mexican,Breakfast,1,Casual,Dine-in,0,0,1,52.86,1,3,2,0
1207,36,Female,42689.10422,Monthly,74.03273971,Mexican,Lunch,3,Business,Dine-in,0,1,0,19.82,3,2,1,0
1223,45,Male,34593.43258,Rarely,61.78215402,Italian,Lunch,3,Casual,Takeaway,0,0,0,51.71,2,3,1,0
1252,33,Male,34452.5337,Weekly,48.16241234,Italian,Breakfast,8,Casual,Takeaway,1,0,1,27.59,2,2,2,0
1263,41,Male,31430.22156,Weekly,46.09187431,American,Dinner,9,Celebration,Dine-in,0,1,0,56.54,3,2,1,0
1267,64,Female,141615.5548,Weekly,142.0581254,American,Breakfast,8,Celebration,Dine-in,1,0,1,17.99,3,1,1,0
1274,27,Male,37428.62772,Weekly,88.31615422,Mexican,Lunch,1,Celebration,Dine-in,0,0,1,16.7,2,2,1,0
1277,36,Male,50053.10023,Rarely,88.64109171,Mexican,Breakfast,1,Casual,Dine-in,0,0,0,29.46,3,2,1,0
1288,54,Female,59075.47812,Monthly,134.4495929,American,Breakfast,9,Business,Dine-in,0,0,1,16.29,1,3,2,0
1295,67,Female,60830.10763,Rarely,114.348877,Italian,Lunch,7,Celebration,Dine-in,0,0,1,2.97,3,2,1,0
1303,21,Male,117080.0318,Weekly,128.0381119,Indian,Lunch,8,Casual,Dine-in,0,0,1,0.04,2,2,2,0
1330,39,Male,133316.1208,Monthly,140.1833897,Mexican,Dinner,3,Celebration,Dine-in,1,0,1,37.05,1,3,1,0
1337,49,Female,31817.87281,Monthly,76.21848475,Chinese,Lunch,6,Casual,Takeaway,0,1,1,41.84,3,2,1,0
1338,44,Female,110449.361,Weekly,114.8313809,Chinese,Dinner,4,Casual,Takeaway,0,1,0,45.3,1,2,3,0
1342,62,Female,35532.79984,Monthly,53.4375558,Mexican,Breakfast,6,Business,Dine-in,0,1,0,1.76,1,3,2,0
1349,60,Female,59189.2678,Weekly,127.8001782,Italian,Breakfast,6,Business,Dine-in,0,0,0,55.75,2,2,2,0
1365,31,Female,36923.43444,Weekly,81.89515326,Italian,Breakfast,6,Casual,Takeaway,0,0,0,53.1,1,4,1,0
1366,47,Male,121912.4046,Monthly,182.5033306,Italian,Breakfast,2,Business,Takeaway,0,1,0,41.5,1,3,2,0
1367,40,Female,53437.68057,Monthly,115.0390967,Indian,Dinner,9,Business,Takeaway,0,0,1,4.05,2,2,2,0
1370,66,Female,114300.1382,Weekly,156.2828026,Chinese,Dinner,8,Business,Takeaway,1,1,0,37.16,2,2,1,0
1372,57,Male,68882.93894,Rarely,156.8772179,Chinese,Lunch,3,Business,Dine-in,0,1,0,41.79,2,2,1,0
1376,27,Male,77561.07289,Monthly,151.3919197,Italian,Dinner,2,Casual,Dine-in,0,0,0,7.21,1,2,3,0
1408,35,Female,129424.0056,Monthly,135.7960656,Chinese,Dinner,5,Casual,Dine-in,0,1,1,5.44,2,1,2,0
1419,42,Female,41948.11787,Weekly,89.90507512,Indian,Dinner,3,Celebration,Dine-in,0,0,1,19.56,2,2,1,0
1444,60,Male,36355.0911,Monthly,88.58899664,Italian,Breakfast,7,Business,Dine-in,0,1,1,36.54,1,2,2,0
1459,29,Female,105235.1394,Rarely,208.0191856,Mexican,Breakfast,2,Business,Takeaway,0,1,1,27.79,2,2,2,0
1490,43,Female,32303.50246,Monthly,67.75665721,Mexican,Lunch,3,Casual,Dine-in,0,1,0,6.27,2,2,2,0
1498,21,Female,79232.26104,Monthly,132.0265708,Chinese,Breakfast,6,Casual,Dine-in,0,0,0,14.46,2,3,1,0
1500,66,Female,37038.84322,Monthly,67.91162544,Mexican,Lunch,9,Casual,Takeaway,0,0,0,50.33,1,3,2,0
1511,46,Female,143805.0778,Monthly,183.4438847,American,Lunch,8,Celebration,Dine-in,0,0,1,11.03,2,2,2,0
1529,60,Female,45723.78932,Rarely,82.3349923,Mexican,Lunch,5,Celebration,Takeaway,0,0,1,57.51,3,1,2,0
1543,18,Male,139263.5179,Monthly,198.6624933,Mexican,Lunch,1,Casual,Takeaway,0,1,0,12.31,1,3,2,0
1558,45,Female,46797.49534,Monthly,111.4945209,Italian,Breakfast,7,Celebration,Takeaway,1,1,1,7.84,1,3,2,0
1559,59,Male,72237.18274,Rarely,147.9746105,Italian,Breakfast,2,Celebration,Takeaway,0,1,0,0.16,2,2,1,0
1603,59,Male,70377.69725,Weekly,151.4645895,Mexican,Dinner,8,Casual,Dine-in,1,0,0,19.73,2,2,2,0
1608,35,Female,104863.2441,Rarely,175.9405207,Italian,Breakfast,1,Business,Takeaway,0,1,1,38.49,2,2,2,0
1614,41,Female,127950.6138,Monthly,152.7095527,Mexican,Lunch,9,Business,Dine-in,0,1,0,16.79,3,1,2,0
1615,31,Female,86918.76265,Weekly,140.4468242,Mexican,Dinner,5,Casual,Takeaway,0,0,1,29.58,1,2,1,0
1618,34,Female,93781.32153,Rarely,138.1415606,Chinese,Lunch,7,Casual,Takeaway,1,0,0,11.17,3,1,2,0
1626,34,Male,123714.2177,Weekly,167.3001397,American,Lunch,4,Casual,Takeaway,1,0,0,17.15,1,3,2,0
1629,40,Male,102163.2963,Weekly,177.2956251,Mexican,Breakfast,6,Celebration,Dine-in,0,1,1,31.1,1,2,1,0
1634,51,Male,57782.00079,Rarely,127.3113918,Mexican,Breakfast,9,Celebration,Dine-in,0,1,0,54.38,1,2,1,0
1639,67,Male,72475.17655,Weekly,139.3958789,Mexican,Dinner,6,Casual,Dine-in,1,0,0,45.46,3,1,2,0
1662,21,Female,90775.76358,Weekly,150.9992563,Mexican,Dinner,7,Casual,Dine-in,0,0,0,9.69,2,1,3,0
1680,53,Male,100460.0174,Rarely,145.2509449,Mexican,Dinner,8,Casual,Takeaway,1,1,0,24.5,2,2,2,0
1683,54,Female,84794.03717,Rarely,137.0611156,Mexican,Lunch,4,Business,Dine-in,0,0,0,59,1,2,1,0
1691,48,Male,107183.1256,Rarely,142.7545444,Chinese,Lunch,1,Business,Takeaway,0,0,1,40.76,2,1,2,0
1706,56,Female,145346.1509,Rarely,170.2096518,Mexican,Breakfast,8,Business,Dine-in,0,1,0,57.32,3,1,1,0
1712,41,Male,23906.00077,Weekly,54.65821173,Chinese,Dinner,5,Casual,Dine-in,0,0,1,26.71,2,1,1,0
1732,61,Male,141162.799,Monthly,175.556364,Indian,Lunch,9,Business,Dine-in,0,0,0,55.36,2,1,1,0
1733,23,Female,136801.1087,Rarely,172.3562048,Italian,Lunch,2,Celebration,Dine-in,0,0,0,15.89,3,1,2,0
1756,58,Female,31111.87352,Weekly,35.15637611,American,Dinner,7,Casual,Dine-in,0,0,0,46.86,1,2,1,0
1767,51,Male,31724.40944,Weekly,63.90478685,Mexican,Lunch,2,Business,Dine-in,0,0,0,42.7,2,3,1,0
1782,28,Female,88143.30827,Monthly,128.7395598,Indian,Lunch,8,Celebration,Dine-in,0,0,0,49.61,2,1,1,0
1796,39,Male,133358.7221,Rarely,154.0936607,Italian,Lunch,6,Casual,Dine-in,1,0,0,38.94,2,1,2,0
1808,47,Female,127092.0758,Weekly,170.3216545,Indian,Dinner,9,Business,Dine-in,0,0,1,54.2,2,3,1,0
1812,69,Female,97903.82743,Weekly,138.4583934,Italian,Dinner,6,Celebration,Takeaway,1,0,0,8.15,3,2,1,0
1815,37,Male,61032.71286,Weekly,60.60930158,Chinese,Lunch,7,Business,Takeaway,1,0,0,42.33,1,4,1,0
1820,52,Female,89371.36409,Monthly,126.8517421,Indian,Lunch,8,Casual,Dine-in,1,0,1,48.44,1,1,4,0
1830,47,Female,76450.21593,Weekly,148.1165005,Indian,Breakfast,4,Casual,Takeaway,1,0,0,36.54,4,1,1,0
1834,64,Male,122822.4708,Weekly,158.4414278,Mexican,Dinner,5,Casual,Dine-in,1,1,0,49.36,1,4,1,0
1838,18,Male,136367.8593,Monthly,154.8305803,Chinese,Dinner,5,Celebration,Takeaway,0,0,0,50.02,2,1,3,0
1840,33,Female,18013.56303,Monthly,51.8426759,American,Lunch,2,Business,Takeaway,0,0,0,45.93,3,2,1,0
1845,54,Female,117322.8725,Monthly,172.8991953,Indian,Dinner,6,Casual,Takeaway,1,0,1,36.03,2,2,2,0
1851,30,Male,28361.44977,Weekly,48.42780807,Indian,Lunch,9,Celebration,Dine-in,1,0,0,43.62,2,1,2,0
1859,47,Female,87444.95846,Rarely,148.4608847,Chinese,Dinner,7,Casual,Dine-in,0,1,0,52.15,2,2,2,0
1862,49,Male,140220.9736,Weekly,146.6258576,Chinese,Breakfast,7,Business,Dine-in,1,1,0,13.27,1,2,2,0
1870,36,Male,22561.54688,Monthly,63.47508017,Mexican,Lunch,5,Business,Dine-in,0,1,0,27.71,2,3,1,0
1875,66,Male,74832.10355,Rarely,152.942533,Italian,Lunch,7,Celebration,Takeaway,0,1,0,26.81,1,1,1,0
1897,64,Male,94026.21635,Monthly,177.5013951,Indian,Lunch,3,Celebration,Dine-in,0,0,0,54.43,2,2,2,0
1941,28,Female,64324.95663,Weekly,134.5388334,Chinese,Lunch,3,Business,Dine-in,1,0,0,13.25,2,1,2,0
1949,29,Male,101878.5517,Weekly,146.5657137,Chinese,Lunch,7,Casual,Takeaway,0,1,0,39.37,2,1,3,0
1964,67,Male,75824.86521,Weekly,139.6123408,Mexican,Lunch,3,Celebration,Takeaway,1,0,1,39.9,1,3,2,0
1971,23,Male,48370.87648,Weekly,68.50733147,Italian,Dinner,9,Celebration,Takeaway,1,0,1,55.53,3,2,1,0
1979,67,Male,36232.66717,Weekly,93.90105516,American,Breakfast,1,Casual,Takeaway,0,1,1,41.57,1,1,1,0
1984,25,Female,58876.75416,Monthly,123.8812841,Mexican,Dinner,5,Casual,Dine-in,1,0,0,20.81,1,2,2,0
1994,46,Female,120951.8699,Rarely,173.4662449,Chinese,Dinner,5,Business,Dine-in,0,0,0,20.64,2,1,2,0
1996,18,Male,117837.6908,Rarely,184.6593443,Indian,Lunch,2,Business,Dine-in,0,0,1,36.58,1,1,2,0
1999,40,Male,95233.51016,Rarely,119.7569747,American,Dinner,6,Casual,Takeaway,0,1,0,18.59,2,1,2,0
2000,48,Female,34249.39433,Monthly,76.76133173,American,Dinner,1,Casual,Takeaway,0,0,1,35.3,1,1,1,0
2005,52,Female,48900.09781,Rarely,144.4133391,Italian,Dinner,4,Celebration,Takeaway,0,1,1,57.25,2,3,1,0
2014,59,Male,144581.4508,Rarely,174.4678571,Indian,Lunch,3,Celebration,Dine-in,1,0,0,50.51,2,1,2,0
2038,64,Male,42837.47686,Weekly,43.91495157,Indian,Lunch,1,Casual,Takeaway,1,0,1,41.12,3,1,2,0
2060,24,Female,20695.94667,Monthly,50.71805595,American,Breakfast,7,Casual,Takeaway,0,0,1,37.43,1,2,1,0
2067,46,Female,78967.01172,Rarely,157.0492185,American,Dinner,1,Business,Dine-in,1,0,1,41.39,3,2,1,0
2068,30,Male,90212.40885,Weekly,177.1350774,Mexican,Dinner,7,Casual,Takeaway,0,0,1,23.01,2,1,1,0
2088,41,Female,49859.39143,Monthly,135.2004679,American,Lunch,5,Business,Dine-in,0,0,1,1.79,2,2,1,0
2114,67,Male,132781.7201,Weekly,150.6048584,Indian,Breakfast,4,Celebration,Takeaway,0,0,0,21.47,2,1,2,0
2125,50,Male,112294.0855,Weekly,176.4536595,American,Breakfast,4,Celebration,Dine-in,0,1,0,9.48,1,1,1,0
657,43,Male,104383.1493,Rarely,135.3762554,Indian,Lunch,1,Celebration,Dine-in,0,0,0,7.55,4,2,1,0
671,42,Male,27140.23666,Monthly,79.09811685,American,Dinner,3,Casual,Dine-in,0,0,1,54.93,1,3,3,0
672,26,Female,115906.8796,Weekly,159.3681318,Mexican,Dinner,1,Casual,Takeaway,1,1,1,20.73,3,1,3,0
677,51,Male,33542.25907,Weekly,42.95560763,Mexican,Lunch,6,Casual,Takeaway,0,1,1,24.86,2,2,3,0
680,51,Male,99854.03211,Rarely,193.4458631,Chinese,Dinner,6,Business,Takeaway,1,0,0,24.07,5,1,1,0
685,18,Female,34409.39092,Weekly,32.88560634,American,Lunch,3,Celebration,Takeaway,0,1,0,55.66,3,2,2,0
686,35,Male,79895.51388,Monthly,162.6916771,Mexican,Breakfast,2,Business,Dine-in,1,0,1,27.34,3,1,3,0
691,50,Female,42841.64938,Monthly,121.4029916,Italian,Breakfast,2,Business,Takeaway,1,0,1,12.89,3,3,1,0
693,54,Female,127700.3062,Monthly,140.5573779,Mexican,Breakfast,1,Business,Takeaway,1,0,0,48.39,1,2,4,0
699,28,Female,102251.779,Weekly,137.7877426,Indian,Breakfast,5,Celebration,Takeaway,0,0,0,24.85,3,1,3,0
700,38,Female,80982.80615,Monthly,121.8261456,Italian,Breakfast,3,Business,Takeaway,0,0,0,23.09,1,4,2,0
712,18,Female,134083.3172,Monthly,190.9668857,Italian,Breakfast,7,Celebration,Takeaway,0,0,0,15.31,3,2,2,0
717,21,Male,88568.96688,Monthly,175.040454,Chinese,Lunch,2,Celebration,Takeaway,1,0,0,24.06,5,1,1,0
723,56,Male,95796.40123,Monthly,130.2094732,American,Lunch,1,Business,Takeaway,1,1,0,11.52,3,2,2,0
726,35,Male,109098.8698,Monthly,148.7355793,Italian,Dinner,6,Celebration,Dine-in,0,1,0,13.51,2,3,2,0
730,53,Female,101438.2353,Rarely,122.9886818,Italian,Breakfast,1,Celebration,Dine-in,0,0,0,21.97,1,3,3,0
731,40,Female,31743.96325,Monthly,92.24739354,Italian,Lunch,7,Celebration,Dine-in,1,1,0,35.75,2,4,1,0
734,66,Female,30197.64056,Monthly,44.71569197,Chinese,Dinner,8,Casual,Dine-in,1,0,1,13.82,4,2,1,0
745,59,Male,113657.225,Weekly,139.5764952,American,Dinner,2,Business,Dine-in,0,0,0,56.16,1,4,2,0
746,68,Male,99006.73453,Rarely,136.895598,Italian,Dinner,7,Celebration,Takeaway,0,0,0,6.99,1,5,1,0
751,53,Male,100369.2764,Weekly,194.6549547,Indian,Lunch,8,Casual,Dine-in,0,1,0,7.35,1,1,5,0
765,50,Female,62285.43062,Rarely,93.65809191,Chinese,Breakfast,7,Business,Takeaway,0,1,0,35.41,3,2,2,0
776,20,Female,45202.97155,Monthly,96.40228935,Mexican,Dinner,1,Casual,Dine-in,1,1,0,25.92,1,4,2,0
777,42,Female,53464.74469,Weekly,132.3885591,Indian,Lunch,1,Business,Dine-in,0,1,0,0.02,4,1,2,0
782,67,Female,84619.25683,Monthly,163.0885551,Italian,Lunch,8,Casual,Takeaway,0,0,1,41.82,2,1,4,0
783,63,Female,137606.6217,Monthly,167.8377368,Chinese,Dinner,4,Celebration,Takeaway,0,0,1,17.14,4,1,2,0
786,27,Male,51654.48143,Monthly,142.4545017,Italian,Breakfast,9,Celebration,Dine-in,0,0,0,58.51,3,3,1,0
798,42,Male,122049.414,Rarely,145.2960647,American,Lunch,1,Celebration,Takeaway,1,0,0,2.08,1,5,1,0
803,66,Female,29557.92337,Weekly,89.37563642,Chinese,Dinner,3,Celebration,Takeaway,0,0,1,0.84,5,1,1,0
808,58,Female,133512.3624,Weekly,179.4248384,American,Dinner,7,Business,Takeaway,0,0,1,14.86,1,5,1,0
813,22,Female,93912.76804,Monthly,174.0687856,American,Lunch,4,Casual,Takeaway,1,1,0,5.32,2,4,1,0
815,30,Female,110651.423,Monthly,132.7893147,Mexican,Breakfast,1,Celebration,Dine-in,0,0,1,59.86,2,1,4,0
823,40,Male,92395.31918,Monthly,168.5273357,Italian,Dinner,1,Casual,Takeaway,0,0,1,30.53,1,2,4,0
828,34,Male,66139.454,Weekly,165.6337569,Mexican,Breakfast,4,Casual,Takeaway,0,1,1,50.84,2,4,1,0
833,59,Female,152071.8458,Weekly,151.4637969,Indian,Lunch,5,Business,Dine-in,1,0,0,48.08,4,1,2,0
847,33,Female,30999.30611,Weekly,57.3402032,Mexican,Breakfast,2,Business,Takeaway,0,0,1,52.89,1,2,4,0
905,36,Male,99099.30974,Rarely,165.4187532,Indian,Breakfast,7,Celebration,Takeaway,1,0,0,48.33,2,3,2,0
907,18,Male,38898.3263,Weekly,64.64367103,Mexican,Breakfast,8,Celebration,Dine-in,0,1,0,9.71,3,3,1,0
918,68,Female,47807.15924,Weekly,57.84937512,Indian,Dinner,7,Business,Takeaway,1,0,1,22.53,2,1,4,0
931,28,Male,29353.91561,Weekly,76.57963203,Chinese,Lunch,4,Casual,Dine-in,0,1,0,59.43,3,2,2,0
949,56,Male,98488.45202,Rarely,163.6203067,American,Lunch,6,Celebration,Takeaway,0,0,1,4.77,1,4,2,0
960,54,Female,54621.32448,Weekly,84.56126651,American,Lunch,5,Casual,Dine-in,0,0,0,19.33,5,1,1,0
961,69,Female,30655.14306,Weekly,81.88725023,American,Lunch,3,Casual,Takeaway,0,0,0,4.41,4,1,2,0
962,35,Female,48650.48691,Rarely,41.43809298,Italian,Breakfast,1,Celebration,Dine-in,0,0,0,15.81,3,2,2,0
978,41,Female,129691.9131,Rarely,147.3865467,Indian,Dinner,4,Celebration,Takeaway,0,0,0,30.24,1,2,4,0
989,37,Male,57153.71309,Weekly,113.7250353,Chinese,Breakfast,5,Business,Takeaway,0,1,1,54.84,1,2,4,0
997,53,Male,31876.28412,Weekly,51.40844901,Italian,Lunch,6,Casual,Dine-in,0,0,0,48.83,1,4,2,0
1006,20,Female,32216.29812,Rarely,48.82363168,Italian,Dinner,2,Business,Dine-in,0,0,0,48.11,1,3,3,0
1015,67,Female,98936.69457,Weekly,168.0780827,Mexican,Breakfast,5,Casual,Dine-in,1,0,0,26.31,3,3,1,0
1019,29,Male,63067.89764,Rarely,94.30508012,Indian,Breakfast,8,Casual,Takeaway,0,0,0,20.32,5,1,1,0
1028,34,Male,45257.91229,Monthly,96.01308746,Chinese,Breakfast,8,Casual,Takeaway,1,1,1,7.06,1,5,1,0
1048,56,Female,109140.2006,Monthly,163.3363704,Italian,Dinner,3,Business,Takeaway,0,1,0,57.54,2,2,3,0
1049,26,Female,52431.12174,Monthly,115.3898897,Chinese,Breakfast,7,Business,Takeaway,0,0,1,49.9,1,3,3,0
1050,60,Female,51227.32735,Weekly,148.9620394,American,Dinner,8,Casual,Dine-in,0,0,1,8.1,1,2,4,0
1073,25,Female,28217.59241,Weekly,43.94909422,American,Breakfast,2,Celebration,Takeaway,0,1,0,52.34,5,1,1,0
1089,55,Male,123328.4739,Weekly,146.8102967,Chinese,Lunch,4,Business,Takeaway,0,0,0,32.27,4,2,1,0
1092,56,Female,40217.0878,Rarely,87.17786325,Indian,Dinner,8,Casual,Dine-in,0,0,1,39.19,2,2,3,0
1094,47,Female,62461.32724,Monthly,148.5405054,Chinese,Breakfast,8,Casual,Takeaway,1,1,1,19.22,5,1,1,0
1095,39,Male,41576.52626,Rarely,57.15351433,Italian,Lunch,4,Casual,Takeaway,0,1,0,12.22,1,2,4,0
1101,45,Male,57663.60107,Weekly,124.4373719,Chinese,Breakfast,2,Business,Dine-in,0,1,1,2.13,1,3,3,0
1108,37,Female,25476.71191,Weekly,70.61338706,Chinese,Breakfast,7,Business,Dine-in,1,1,0,15.97,1,5,1,0
1134,35,Female,28825.41204,Weekly,48.07343265,Indian,Dinner,5,Celebration,Dine-in,0,0,0,34.67,2,4,1,0
1150,69,Male,105608.7692,Weekly,174.7647874,Mexican,Breakfast,6,Business,Takeaway,1,0,1,35.77,2,2,3,0
1152,43,Female,120705.9087,Weekly,175.1393304,Chinese,Lunch,8,Business,Takeaway,0,1,1,29.66,4,2,1,0
1157,33,Female,108156.8462,Weekly,155.3803847,Indian,Lunch,5,Business,Takeaway,0,0,0,39.31,3,2,2,0
1159,67,Female,24827.37308,Rarely,64.59293707,Italian,Lunch,4,Business,Takeaway,0,1,1,0.1,4,1,2,0
1164,64,Female,143507.2841,Weekly,144.7144014,Indian,Lunch,2,Business,Takeaway,0,0,0,44.91,2,2,3,0
1175,63,Female,129521.801,Rarely,171.1637694,Indian,Breakfast,6,Business,Dine-in,1,0,1,53.67,3,1,3,0
1177,61,Female,68712.99334,Weekly,126.421796,American,Breakfast,1,Business,Dine-in,0,1,1,48.42,3,1,3,0
1186,37,Female,62780.60101,Rarely,121.3335777,American,Lunch,3,Casual,Dine-in,0,1,0,45.56,1,4,2,0
1192,60,Female,128178.464,Rarely,184.8042569,American,Dinner,3,Celebration,Dine-in,1,1,1,22.56,2,3,2,0
1204,22,Male,94254.94894,Monthly,141.4409826,Chinese,Lunch,1,Celebration,Takeaway,0,1,1,34.19,3,2,2,0
1205,66,Female,104370.6138,Rarely,159.9486978,Mexican,Lunch,3,Celebration,Takeaway,0,0,1,54.1,1,3,3,0
1216,23,Male,76861.62352,Weekly,140.6646485,Italian,Dinner,2,Celebration,Dine-in,0,0,1,43.05,2,2,3,0
1222,23,Male,138031.0404,Monthly,169.7274814,Italian,Lunch,5,Business,Dine-in,0,0,0,59.74,1,4,2,0
1228,67,Male,52551.02791,Monthly,67.73348105,Mexican,Dinner,2,Casual,Takeaway,0,0,0,15.76,2,2,3,0
1230,58,Male,80215.07279,Monthly,130.7177115,Mexican,Lunch,8,Celebration,Takeaway,0,0,1,33.61,3,3,1,0
1236,69,Female,27476.90933,Weekly,25.36145184,Italian,Lunch,4,Business,Takeaway,0,0,0,26.95,1,2,4,0
1243,46,Female,124288.5809,Monthly,172.4346753,American,Dinner,7,Celebration,Dine-in,1,0,1,50.23,2,1,4,0
1251,20,Male,45405.18142,Monthly,115.6814277,Indian,Lunch,3,Celebration,Takeaway,1,1,1,10.67,1,1,5,0
1257,19,Female,65065.18929,Weekly,164.1943478,American,Breakfast,9,Business,Takeaway,0,1,1,13.24,1,4,2,0
1268,37,Female,134340.7599,Rarely,188.5982435,American,Dinner,8,Business,Dine-in,0,0,0,24.86,2,3,2,0
1280,64,Male,122811.9759,Weekly,174.8418718,Italian,Lunch,7,Business,Dine-in,0,1,1,25.19,1,4,2,0
1325,41,Male,29916.04884,Rarely,65.95048976,Mexican,Lunch,9,Casual,Takeaway,0,0,0,5.77,2,3,2,0
1326,31,Female,100451.562,Rarely,145.3115248,Chinese,Dinner,6,Celebration,Dine-in,0,1,0,15.95,4,2,1,0
1331,42,Male,111056.3522,Monthly,174.3774058,Chinese,Dinner,8,Celebration,Dine-in,0,0,0,48.22,1,1,5,0
1339,56,Male,53196.99215,Rarely,90.21433701,Mexican,Dinner,2,Business,Takeaway,0,0,0,31.56,2,4,1,0
1346,27,Male,119539.6834,Rarely,163.2930962,Italian,Lunch,5,Casual,Dine-in,0,1,1,19.59,4,1,2,0
1347,40,Male,99734.67803,Rarely,157.13826,Mexican,Breakfast,1,Celebration,Dine-in,0,0,1,47.59,2,1,4,0
1356,41,Male,34984.28155,Monthly,72.74757942,Italian,Dinner,2,Business,Dine-in,0,0,0,17.5,3,1,3,0
1358,54,Female,40265.85413,Monthly,82.67563623,Italian,Dinner,9,Business,Takeaway,1,0,0,8.02,3,1,3,0
